Ref,Val,Package,PosX,PosY,Rot,Side
"R7","124k","R_0402_1005Metric",11.000000,15.749920,0.000000,top
"R8","5.1k","R_0402_1005Metric",41.100000,18.400000,-90.000000,top
"R9","5.1k","R_0402_1005Metric",41.100000,16.500000,90.000000,top
"R10","10k","R_0402_1005Metric",22.700000,38.810000,90.000000,top
"R11","5.1k","R_0402_1005Metric",39.380000,37.800000,0.000000,top
"R12","5.1k","R_0402_1005Metric",41.240000,37.800000,180.000000,top
"R13","470","R_0402_1005Metric",39.690000,14.650000,180.000000,top
"R14","470","R_0402_1005Metric",42.000000,21.710000,90.000000,top
"R15","10k","R_0402_1005Metric",13.700000,36.600000,180.000000,top
"R16","10k","R_0402_1005Metric",15.590000,36.600000,180.000000,top
"R17","10k","R_0402_1005Metric",35.700000,26.650000,90.000000,top
"R18","5.1k","R_0402_1005Metric",27.550000,35.150000,0.000000,top
"R19","5.1k","R_0402_1005Metric",27.550000,36.100000,180.000000,top
"R20","10k","R_0402_1005Metric",2.700000,14.050000,90.000000,top
"RN1","47","R_Array_Convex_4x0402",27.400000,38.000000,180.000000,top
"RN2","1k","R_Array_Convex_4x0402",46.900000,40.500000,180.000000,top
"RN3","0","R_Array_Convex_4x0402",30.100000,33.750000,-90.000000,top
"RN4","1k","R_Array_Convex_4x0402",23.800000,31.862500,90.000000,top
"RN5","1k","R_Array_Convex_4x0402",21.300000,31.862500,90.000000,top
"RN6","0","R_Array_Convex_4x0402",32.600000,33.750000,90.000000,top
"SW1","TS-1187A-B-A-B","SW_Push_1P1T_XKB_TS-1187A",50.700000,36.000000,180.000000,top
"SW2","TS-1187A-B-A-B","SW_Push_1P1T_XKB_TS-1187A",13.900000,39.900000,180.000000,top
"SW3","TS-1187A-B-A-B","SW_Push_1P1T_XKB_TS-1187A",13.900000,45.600000,180.000000,top
"U1","AP2112K-3.3","SOT-23-5",44.400000,28.000000,0.000000,top
"U2","TPS61088","RHL0020A",7.350001,18.400002,-90.000000,top
"U3","USBLC6-2SC6","SOT-23-6",44.400000,24.500000,180.000000,top
"U4","ESP32-S3FN8","QFN-56-1EP_7x7mm_P0.4mm_EP4x4mm",32.800000,38.850000,0.000000,top
"U5","ICM-42688-P","LGA-14_3x2.5mm_P0.5mm_LayoutBorder3x4y",24.700000,37.450000,-90.000000,top
"U6","AHT20","AHT20",40.290000,39.900000,0.000000,top
"U7","BMP388","BMP388_v2",40.340000,43.219000,0.000000,top
"U8","SS206SURWA/S530-A3/S290","SS206SURWA",16.000000,29.300000,0.000000,top
"U9","74HC595","TSSOP-16_4.4x5mm_P0.65mm",22.700000,26.662500,-90.000000,top
"U10","W25N04KVZEIR","WSON-8-1EP_8x6mm_P1.27mm_EP3.4x4.3mm",30.850000,28.075000,180.000000,top
"Y1","40 MHz","Crystal_SMD_3225-4Pin_3.2x2.5mm",33.280000,45.765000,180.000000,top
"Y2","32.768kHz","Oscillator_SMD_SeikoEpson_SG8002CE-4Pin_3.2x2.5mm",24.100000,44.100000,-90.000000,top
